Name,Label
Go to a Butter Churning Workshop,0
Career Development Panel,1
Spend excessive time perfecting the formatting of documents.,0
Overcommit to extracurricular activities at the expense of Bangkit projects.,0
Systems Engineering workflow diagram,1
Information Technology systems analysis,1
Mandatory Virtual Training Session in Office,1
Organize a self-care day,0
Organize craft supplies,0
Attend a Folk Dance Festival,0
[Non-Mandatory] Last Cohort Room with Bangkit Team,0
Create a travel itinerary,0
Brainstorming Session for New Campaign Ideas with the team,1
Forensic Science crime scene reconstruction,1
Organize a scavenger hunt,0
Attend a Local Film Festival,0
Go on a Road Trip,0
Lecture on Introduction to Mathematics,1
Attend Concert,0
Crisis Communication scenario planning,1
Go to a Drive-In Movie,0
Plan a community cleanup,0
Build relationships with potential employers through informational interviews.,1
Weekly HR Team Meeting to Discuss Priorities and Updates,1
Organize a secret santa,0
[Non Mandatory] Company Expose with Keizen Room,0
Meeting with Design Team to Discuss Structural Plans and Specifications,1
Educational Podcast Recording,1
Create a gratitude journal,0
Attend a Soapbox Derby,0
Visit a Dog Agility Trial,0
Action Research cycle report,1
Go to a Surfing Competition,0
[Mandatory] Bangkit 2024 Batch 1 - Student Team Meeting 4,1
Review Chemistry Lecture Notes and Complete Homework,1
Plan a scavenger hunt,0
Spend excessive time perfecting coding style rather than focusing on functionality.,0
Watch Movie with Friends,0
[Non-Mandatory] Bangkit 2024 Batch 1 Guest Speaker Session #2,0
Organize a cookout,0
Create a travel blog,0
Study Skills Session,1
Attend a Kite Festival,0
Academic Awards Ceremony,1
Organize digital photos,0
Spend excessive time researching non-work-related topics online.,0
Promote a culture of continuous learning and professional development.,1
Go to a Water Park,0
Go to a Petting Zoo,0
Visit a Ghost Town,0
Start planning and Execute Email Marketing Campaigns,1
Cultural Awareness Workshop,1
Capstone Presentation,1
Go to a Psychic Fair,0
Create a digital collage,0
Social Justice Seminar,1
Go Roller Skating,0
Cover letter drafting,1
Academic Networking Workshop,1
Bi Weekly Feedback to Mentor #4,1
Interview preparation,1
Educational Technology tool evaluation,1
Visit a Ghost Town,0
Portfolio compilation,1
Attend Dog Show,0
Meeting with Environmental Consultants to Address Sustainability and Conservation Measures,1
Educational Leadership policy review,1
Volunteer Tutoring Session in the High School,0
Spend excessive time planning elaborate office pranks or jokes.,0
Visit a Fall Festival,0
Create a DIY cleaning product,0
Study Abroad Orientation,1
Create a poetry collection,0
Overemphasize memorization over understanding in children's learning.,0
Create a family tree,0
Organize a reading nook,0
Strive for continuous improvement in work processes and methodologies.,1
Academic Networking Session,1
Delegate tasks effectively to optimize productivity and efficiency.,1
Assignment: Assignment - Effective Communication,1
Attend a Candle Making Workshop,0
Weekly Meeting in the office,1
Spend excessive time on social media during Bangkit sessions.,0
Go Bowling,0
Attend a Comic Book Workshop,0
Actively seek out opportunities for skill development and training.,1
Career Exploration Session,1
Organize a reading nook,0
Faculty Mentorship Program,1
Cover letter drafting,1
Organize a pen pal exchange,0
Cultural Festival,1
Service Learning project reflection,1
attend at birthday party,0
Departmental Meeting after School,1
Plan a mini concert,0
Health Communication campaign development,1
Weekly Consultation 13 - ML-66,1
Go to a Wine and Paint Night,0
Go on a Train Ride,0
[Non Mandatory] Company Expose with UIN Sunan Kalijaga,0
Visit a Pumpkin Patch,0
Research Grant Proposal,1
Spend time planning personal vacations or trips during work hours.,0
Overindulge children with rewards or incentives for academic performance.,0
Advocate for children's educational needs with teachers or administrators.,1
Plan a themed brunch,0
[Mandatory] Bangkit 2024 Batch 1 - Student Team Meeting 3,1
Coordinate with Legal Team on Compliance Matters,1
Overcomplicate coding projects with unnecessary features or complexity.,0
Academic Conference Call,1
Learning Strategies Workshop,1
Visit Amusement Park,0
Join a Pottery Class,0
Spend excessive time on virtual reality games instead of homework.,0
Participate in Technical Design Review for Upcoming Projects,1
Participate in Departmental Meeting to Discuss Financial Strategies,1
[Non-Mandatory] Bangkit 2024 Batch 1 - Radio Bangkit #3,0
Honors Society Induction,1
Scholarship Workshop,1
Organize a DIY workshop,0
Go to a Psychic Reading,0
Plan a cultural exchange,0
Complete assignments before deadlines.,1
Visit a Vintage Market,0
Graduate Assistant Orientation,1
Leadership Training,1
Attend Employee Recognition Program Planning and Implementation,1
Peer Tutoring,1
Collaborate with Creative Team on Ad Design and Content Creation,1
Visit a Local Storytelling Night,0
Peer Support Group,1
Attend professional development workshops or training sessions.,1
Visit a Yoga Retreat,0
Plan a yoga session,0
Plan a digital detox day,0
Go to a Flea Market,0
Submit Your Assignment SS-01 Immediately,1
Visit Zoo,0
Plan a craft fair,0
Organize a photo walk,0
Plan a family photo session,0
Tech Talk Session on Emerging Technologies and Trends,1
Research Funding Workshop,1
Code of Ethics review,1
Attend Comic Con,0
Model a strong work ethic and dedication to personal growth.,1
Career Networking Event,1
Field Study observation notes,1
Spend excessive time on educational YouTube channels without monitoring content.,0
Plan a book launch party,0
Go on a Hike,0
Organize a writing contest,0
Student Research Workshop,1
Peer Counseling Session,1
Early Childhood Education play activity design,1
Organize travel souvenirs,0
Faculty Research Presentation,1
[Non-Mandatory] Cohort Room with Bangkit Team,0
Create a vision board party,0
Webinar participation report,1
Attend a Powwow,0
Attend Party,0
Writing a letter for parents in another city,0
Go to a Sushi Making Class,0
Participate in a Flash Dance,0
Biotechnology patent application,1
Redesign room layout,0
Thesis Writing Workshop,1
Organize wardrobe,0
Attend Performance Evaluation Meetings with Employees,1
Visit a Local Photography Exhibit,0
Radio Bangkit Session #12,0
Presenting material about Health in school,1
Spend hours overanalyzing lecture notes instead of focusing on key concepts.,0
Attend a Comic Book Workshop,0
Metalworking tool maintenance log,1
Overthink coding solutions instead of trusting instincts and problem-solving skills.,0
Meeting with Project Manager for Progress Update and Task Assignment,1
Visit a World Heritage Site,0
Legislative Review position paper,1
Spend too much time worrying about future career prospects.,0
Attend a meeting with client to receive feedbacks for new project,1
Focus excessively on children's grades rather than their overall well-being.,0
Public Relations media plan,1
Research Symposium,1
Ecology ecosystem analysis,1
Join a Scavenger Hunt,0
Foster a culture of open communication and collaboration.,1
Go to a Bonsai Workshop,0
Grant Writing proposal draft,1
Progress report deadline for product track,1
Visit a Scenic Railway Tour,0
Academic Writing Conference,1
Join a Baking Class,0
Project brief deadline for product track,1
Debate Club,1
Attend a Murder Mystery Dinner,0
"[Non Mandatory] Company Expose with Solafune, Inc",0
Internship Meeting,1
Attend a Glow Stick Party,0
Leadership Seminar,1
Textiles fabric swatchbook,1
Communicate effectively with stakeholders to manage expectations.,1
Watch a documentary ,0
Engage in extended breaks or personal errands during work hours.,0
Karaoke Night,0
Organize a random act of kindness day,0
Create a workout playlist,0
Continuing Education course registration,1
Spend excessive time checking and rechecking assignment instructions.,0
Visit a Driftwood Art Workshop,0
[Non-Mandatory] Radio Bangkit #4,0
[Non-Mandatory] Bangkit 2024 Batch 1 Guest Speaker Session #4,0
Create a digital vision board,0
Statistics data analysis,1
Organize a treasure hunt,0
Civil Engineering structural analysis,1
Read an interesting article,0
Volunteer Training,1
Spend time organizing personal finances or bills during work hours.,0
Foster a positive attitude towards education and lifelong learning.,1
Visit a Bird Sanctuary,0
Participate in Design Review Meeting for New Features,1
ILT-ML-03-BK Machine Learning Fundamentals: Exploring Supervised Techniques,1
Plan a food tasting event,0
Student Professional Development,1
Educational Conference Call,1
Organize a fashion show,0
Strive for excellence in all aspects of work performance.,1
Language Lab,1
Childhood Education developmental milestone report,1
Go to a Mermaid Parade,0
ILT-SS-04-BX Critical Thinking and Problem Solving,1
Spend excessive time planning future career paths without taking action.,0
Radio Bangkit Session #10,0
Spend time planning personal vacations or trips during work hours,0
Spend time engaging in extended breaks or personal errands during work hours.,0
Visit a Botanical Photography Tour,0
Peer Mentoring Program,1
Create a garden layout,0
Create a short film,0
Visit a Seasonal Fruit Picking,0
Research Grant Proposal,1
Faculty Research Group,1
Academic Achievement Celebration,1
Study Abroad Program,1
Grant Writing proposal draft,1
Toxicology risk assessment,1
Visit a Heritage Festival,0
Plan a DIY gift exchange,0
Entomology insect collection,1
Mentorship Session feedback report,1
Create a garden layout,0
Attend Nursing Education Session on New Protocols and Procedures,1
Networking Event,1
Tutoring Session,1
Assignment: Online Learning #04 - Mathematics for Machine Learning and Data Science,1
Academic Networking Workshop,1
History essay,1
Music theory analysis,1
Organize a plant swap,0
Visit a Cheese Festival,0
Organize a volunteer group,0
Public Speaking Workshop,1
Urban Studies neighborhood survey,1
Computer Science coding assignment,1
Research Design Workshop,1
Plan a family game night,0
[Mandatory] Empower Your Tomorrow: Unlocking Your Infinite Potential,1
Service Learning project reflection,1
Organize a photo contest,0
Campus Safety Workshop,1
Presentation Preparation,1
Spend time debating personal preferences with colleagues.,0
Volunteer Coordination task assignment,1
Electrical Engineering circuit design,1
Cleaning the bedroom,0
Creative Writing short story submission,1
ILT-EN-01-165 Spoken Correspondence,1
#2 Report Learning Progress to Supervisor,1
Research for future projects about Education,1
Weekly Consultation 10 - ML-66,1
Performance Improvement Plan Meetings with Underperforming Employees,1
[Group 2 - ML] Bangkit Buddies #3 - Machine Learning Specialization,0
Pharmacology drug interaction study,1
Leadership Training,1
Faculty Mentorship Program,1
Biomedical Engineering device testing,1
Scrolling through Tiktok,0
Weekly Consultation 7 - ML-66,1
Spend time engaging in personal grooming or beauty routines during work hours.,0
Experiment with new hairstyles,0
Language Proficiency Test,1
Research Collaboration Workshop,1
Student Innovation Workshop,1
Create a family tree,0
Practice coding and problem-solving regularly to strengthen skills.,1
Plan a holiday party,0
Project Management Gantt chart creation,1
Academic Goal Setting,1
Class Lecture,1
Stay organized with task management tools or software.,1
Embrace challenges as opportunities for growth and learning.,1
Coordinate with Design Team for Visual Assets and Branding in the office,1
Plan a cultural event,0
Attend a Themed Costume Party,0
Attend Stand-Up Comedy Show,0
Mentorship program evaluation,1
Foster a sense of camaraderie and teamwork within the office.,1
Systems Engineering workflow diagram,1
Data Science visualization creation,1
Spend excessive time curating coding playlists instead of coding.,0
Attend Party,0
Plan a treasure hunt,0
Plan a scavenger hunt,0
Obsess over minor details in children's academic performance.,0
Browse social media on your phone until midnight,0
Visit a Puppet Theater,0
Academic Planning Session,1
Mechanical Engineering thermodynamics study,1
Organize a digital detox,0
Complete Your Logbook Working on Capstone,1
Plan a mystery dinner,0
Visit a Local Fashion Show,0
Develop Marketing Budget and Resource Allocation Plan with the team,1
ILT-ML-03-AV Machine Learning Fundamentals: Exploring Supervised Techniques,1
Client Meeting to Present and Discuss Design Iterations,1
Photography portfolio selection,1
Exercise for 30 minutes,0
Weekly Consultation 9 - ML-66,1
Redecorate my bedroom,0
Travel to other city,0
Meeting Management agenda creation,1
Create a relaxation playlist,0
Departmental Meeting,1
Department Meeting or Faculty Committee Work,1
LinkedIn profile update,1
Overanalyze coding challenges or projects instead of seeking help.,0
Attend Vendor Meetings to Negotiate Pricing and Terms,1
Review a material book for Mathematics Exam,1
Organize a movie screening,0
Bi Weekly Feedback to Mentor #1,1
STEM Fair,1
Organize a nature photography session,0
Work on Graphic Design Project,1
Archaeology artifact documentation,1
Create a digital diary,0
Review and organize class notes regularly.,1
Research Assistant Meeting,1
Skills Workshop,1
Research Presentation,1
Visit a Holistic Health Fair,0
Supervision Session observation notes,1
Strive,1
Political Science case study,1
Morning Ride,0
Law case brief,1
Genetics gene editing plan,1
Create a daily to-do list,0
Organize a random act of kindness day,0
Agricultural Science crop report,1
Go on a Ghost Tour,0
submitting the Logbook,1
Plan a social media challenge,0
Academic Publishing Workshop,1
Spend time excessively cleaning or tidying personal workspace.,0
Spend excessive time worrying about children's future career prospects.,0
Study Hall,1
Research Publication Workshop,1
Go to a Sushi Making Class,0
Literature review,1
Binge-watch a TV series,0
Spend time excessively organizing digital files unrelated to work.,0
Economics paper,1
Community Health Fair,1
Assignment Submission,1
Participate in Interdisciplinary Rounds with Physicians and Specialists,1
Create a photo challenge,0
Academic Conference,1
Talking with my friends in coffee shop,0
Read a few pages of a book,0
[Mandatory] Bangkit 2024 Batch 1 - Student Team Meeting 2,1
Go to a Puppet Show,0
Spend hours planning a study session without actually studying.,0
Japanese Anime Event,0
Spend excessive time on educational travel without allowing for relaxation.,0
Clinical Rotation patient log,1
Graduate Research Fellowship,1
Dance choreography notes,1
Weekly Consultation Replacement,1
Sculpture material study,1
Create a new playlist,0
Meteorology weather analysis,1
Create a motivational playlist,0
Reviewing Engineering Drawings and Blueprints,1
Attend a Parade,0
Graduate School Panel,1
[Non Mandatory] Company Expose with PT Aplikasinusa Lintasarta,0
Organize a bike tour,0
Bi Weekly Feedback to Mentor #5,1
Visit a Putt-Putt Golf Course,0
Campus Tour,1
Coaching session reflection,1
Collaborate with classmates on study groups.,1
Visit an Observatory,0
Attend a Historical Reenactment,0
Academic Integrity Workshop,1
Assignment: Online Learning #11 - TensorFlow Certification Preparation,1
Midterm Exam,1
Plan a themed photo shoot,0
Reflect on personal strengths and areas for improvement.,1
Graduate School Visit,1
Create a motivational speech,0
Develop strong interpersonal skills to facilitate effective teamwork.,1
Attend a Balloon Festival,0
Organize a silent reading party,0
Engage in ongoing professional development to stay relevant in the field.,1
Create a motivational speech,0
[Mandatory] Bangkit 2024: Capstone Briefing #1,1
Conference attendance log,1
Organize a photo album,0
Seek out opportunities for leadership and mentorship within Bangkit community.,1
Spend time planning elaborate team-building activities without productivity goals.,0
Attend a Drag Show,0
Visit a Haunted Forest,0
ILT-SS-04-CK Critical Thinking and Problem Solving,1
Organize a flash mob,0
Public Health Seminar,1
Weekly Consultation for Thesis Proposal,1
Weekly Consultation 15 - ML-66,1
Overcomplicate coding assignments with unnecessary design patterns.,0
Environmental Science fieldwork report,1
Decorate dorm room,0
Plan a meditation retreat,0
Play Laser Tag,0
Public Service announcement draft,1
Organize a talent competition,0
Create a digital painting,0
Attend Bangkit cohort sessions to enhance technical skills.,1
Plan a new hobby,0
Guidance Seminar for High School Teacher,1
Student Council Meeting,1
Obsess over creating a perfect home environment for children's studying.,0
Watch funny videos on work,0
Health and Wellness Fair,1
Educational Research hypothesis testing,1
Create a mood tracker,0
[Non-Mandatory] Cohort Room with Bangkit Team,0
Field Study observation notes,1
[Non Mandatory] Company Expose with PT Aplikasinusa Lintasarta,0
[Non-Mandatory] Cohort Room with Bangkit Team,0
Organize a city tour,0
School Counseling intervention strategy,1
"Facetime with a friend for a virtual catch-up session, swapping stories and laughter",0
Attending Educational Seminar,0
Organizational Communication audit,1
Take ownership of work responsibilities and outcomes.,1
Follow company policies and procedures for work conduct.,1
Create a video diary,0
Decorate dorm room,0
Exercise Science fitness assessment,1
Overanalyze children's standardized test scores.,0
Attend Art Fair,0
Study Circle,1
Meeting with Project Management Team to Discuss Budget and Cost Control Measures,1
Attend Fashion Show,0
Gaming with my friends,0
Create a mood board party,0
Attend a meeting with Government Officials on Conservation Legislation,1
Recruitment Event,1
Academic Career Workshop,1
Create a digital painting,0
Graduate Program Orientation,1
Attend a Holi Festival,0
Neuroscience brain mapping,1
Plan a sightseeing tour,0
Play Board Games,0
Faculty-Student Research Meeting,1
Attend an Environmental Education Session for Local Schools invitation,0
Teaching Assistant Training,1
Conduct Performance Feedback Sessions with Managers,1
Go to a Local Pottery Show,0
Spend excessive time perfecting the design of presentation slides.,0
Spend time engaging in personal grooming or beauty routines during work hours.,0
[Non-Mandatory] Radio Bangkit #5,0
Work on Fieldwork about Habitat Restoration Project,1
Spend excessive time rearranging office furniture for aesthetic purposes.,0
Plan a cultural exchange,0
Spend excessive time organizing digital files unrelated to work.,0
Create a learning schedule,0
Organize a movie marathon,0
Spend time debating personal preferences with colleagues.,0
Science project,1
Focus excessively on academic rankings or prestige of schools.,0
